Chromosome	Start	End	Name	Score	Cell	K562
chr1	28511258	28511708	NR2F6	158	K562	True
chr1	28525107	28525676	NR2F6	1000	K562	True
chr1	28590062	28590319	NR2F6	1000	K562	True
chr1	28647834	28648394	NR2F6	1000	HepG2,K562	True
chr1	28648593	28648954	NR2F6	972	HepG2,K562	True
chr1	28736186	28736822	NR2F6	468	HepG2,K562	True
chr1	28781319	28781983	NR2F6	1000	HepG2,K562	True
chr1	28882190	28882640	NR2F6	224	K562	True
chr1	28883814	28884264	NR2F6	874	K562	True
chr1	28884857	28885307	NR2F6	502	K562	True
chr1	28902785	28903009	NR2F6	1000	K562	True
chr1	28926822	28927337	NR2F6	1000	HepG2,K562	True
chr1	28973674	28974124	NR2F6	225	K562	True
chr1	29032874	29033324	NR2F6	516	K562	True
chr1	29105845	29106295	NR2F6	512	K562	True
chr1	29156462	29157148	NR2F6	612	K562	True
chr1	29179795	29180476	NR2F6	464	K562	True
chr1	29183319	29183769	NR2F6	378	K562	True
chr1	29202710	29203160	NR2F6	617	K562	True
chr1	29230634	29231335	NR2F6	107	K562	True
chr1	29251144	29251594	NR2F6	449	K562	True
chr1	29258707	29259182	NR2F6	552	HepG2,K562	True
chr1	29304292	29304793	NR2F6	557	HepG2,K562	True
chr1	29313312	29313425	NR2F6	634	K562	True
chr1	29379397	29379847	NR2F6	265	K562	True
chr1	29546080	29546530	NR2F6	425	K562	True
chr1	29653637	29653797	NR2F6	770	K562	True
chr1	30165715	30166165	NR2F6	345	K562	True
chr1	30188320	30188770	NR2F6	323	K562	True
chr1	30191030	30191480	NR2F6	305	K562	True
chr1	30452157	30452607	NR2F6	393	K562	True
chr1	30756608	30757058	NR2F6	477	K562	True
chr1	30760402	30760545	NR2F6	779	K562	True
chr1	30761319	30761769	NR2F6	207	K562	True
chr1	30768891	30769568	NR2F6	680	K562	True
chr1	30778268	30778718	NR2F6	392	K562	True
chr1	30779318	30779768	NR2F6	436	K562	True
chr1	30783167	30783949	NR2F6	421	HepG2,K562	True
chr1	30798497	30798947	NR2F6	219	K562	True
chr1	30808227	30808700	NR2F6	832	K562	True
chr1	30842782	30842916	NR2F6	737	K562	True
chr1	30892758	30892958	NR2F6	843	HepG2,K562	True
chr1	30894356	30894806	NR2F6	232	K562	True
chr1	30898777	30899227	NR2F6	245	K562	True
chr1	30903359	30903809	NR2F6	444	K562	True
chr1	30913537	30913987	NR2F6	444	K562	True
chr1	30919221	30919777	NR2F6	1000	K562	True
chr1	30929468	30929683	NR2F6	963	HepG2,K562	True
chr1	31069376	31069826	NR2F6	274	K562	True
chr1	31072436	31072886	NR2F6	512	K562	True
chr1	31084856	31085462	NR2F6	719	HepG2,K562	True
chr1	31101189	31101390	NR2F6	688	HepG2,K562	True
chr1	31159800	31160250	NR2F6	342	K562	True
chr1	31243891	31244341	NR2F6	228	K562	True
chr1	31296329	31296882	NR2F6	821	HepG2,K562	True
chr1	31373507	31373990	NR2F6	468	HepG2,K562	True
chr1	31433282	31433956	NR2F6	581	HepG2,K562	True
chr1	31441941	31442587	NR2F6	1000	HepG2,K562	True
chr1	31444822	31445319	NR2F6	1000	HepG2,K562	True
chr1	31447227	31447677	NR2F6	247	K562	True
chr1	31471509	31471959	NR2F6	228	K562	True
chr1	31522999	31523449	NR2F6	597	K562	True
chr1	31549744	31550194	NR2F6	782	HepG2,K562	True
chr1	31552885	31553335	NR2F6	342	K562	True
chr1	31573887	31574108	NR2F6	737	HepG2,K562	True
chr1	31587647	31588097	NR2F6	554	HepG2,K562	True
chr1	31644332	31644782	NR2F6	321	K562	True
chr1	31700910	31701559	NR2F6	525	HepG2,K562	True
chr1	31781398	31781848	NR2F6	575	K562	True
chr1	31798677	31799127	NR2F6	319	K562	True
chr1	31827109	31827507	NR2F6	1000	K562	True
chr1	31855342	31855872	NR2F6	311	HepG2,K562	True
chr1	31872831	31873422	NR2F6	1000	K562	True
chr1	31889192	31889896	NR2F6	282	K562	True
chr1	31904738	31905178	NR2F6	1000	HepG2,K562	True
chr1	31924890	31925340	NR2F6	343	K562	True
chr1	31927457	31927907	NR2F6	631	K562	True
chr1	31928668	31929118	NR2F6	405	K562	True
chr1	31933058	31933766	NR2F6	125	K562	True
chr1	31935306	31935756	NR2F6	335	K562	True
chr1	31938426	31939013	NR2F6	1000	HepG2,K562	True
chr1	31939798	31940248	NR2F6	572	K562	True
chr1	31944444	31945094	NR2F6	409	K562	True
chr1	31954591	31955041	NR2F6	159	K562	True
chr1	31964101	31964757	NR2F6	828	HepG2,K562	True
chr1	31992011	31992461	NR2F6	423	K562	True
chr1	32021793	32021942	NR2F6	741	K562	True
chr1	32022284	32022734	NR2F6	258	K562	True
chr1	32123441	32123628	NR2F6	781	K562	True
chr1	32127742	32128192	NR2F6	239	K562	True
chr1	32133542	32133757	NR2F6	773	K562	True
chr1	32178355	32179008	NR2F6	418	HepG2,K562	True
chr1	32179537	32180214	NR2F6	248	HepG2,K562	True
chr1	32235946	32236396	NR2F6	493	K562	True
chr1	32291551	32292192	NR2F6	224	HepG2,K562	True
chr1	32316400	32316850	NR2F6	337	K562	True
chr1	32346424	32346908	NR2F6	393	HepG2,K562	True
chr1	32353893	32354343	NR2F6	659	K562	True
chr1	32390996	32391446	NR2F6	671	K562	True
chr1	32394213	32394839	NR2F6	1000	HepG2,K562	True
chr1	32492320	32492770	NR2F6	273	K562	True
chr1	32536740	32537190	NR2F6	614	K562	True
chr1	32545723	32546173	NR2F6	262	K562	True
chr1	32650695	32651145	NR2F6	632	K562	True
chr1	32712156	32712606	NR2F6	354	K562	True
chr1	32722068	32722727	NR2F6	1000	HepG2,K562	True
chr1	32733856	32734306	NR2F6	398	K562	True
chr1	32755809	32756259	NR2F6	404	K562	True
chr1	32757331	32758037	NR2F6	354	K562	True
chr1	32758752	32759413	NR2F6	366	K562	True
chr1	32773987	32774437	NR2F6	214	K562	True
chr1	32814252	32814702	NR2F6	374	K562	True
chr1	32816928	32817378	NR2F6	319	K562	True
chr1	32933538	32933988	NR2F6	186	K562	True
chr1	32980839	32981495	NR2F6	657	K562	True
chr1	32989230	32989680	NR2F6	713	K562	True
chr1	33009526	33009972	NR2F6	1000	K562	True
chr1	33010750	33011200	NR2F6	268	K562	True
chr1	33036887	33037341	NR2F6	751	HepG2,K562	True
chr1	33045831	33046281	NR2F6	311	K562	True
chr1	33055085	33055735	NR2F6	524	HepG2,K562	True
chr1	33077980	33078430	NR2F6	480	K562	True
chr1	33181929	33182379	NR2F6	295	K562	True
chr1	33275302	33276076	NR2F6	215	HepG2,K562	True
chr1	33361413	33361863	NR2F6	335	K562	True
chr1	33374359	33374809	NR2F6	449	K562	True
chr1	33396672	33397122	NR2F6	287	K562	True
chr1	33397619	33398069	NR2F6	409	K562	True
chr1	33433845	33434083	NR2F6	1000	HepG2,K562	True
chr1	33436951	33437079	NR2F6	708	K562	True
chr1	34378945	34379395	NR2F6	255	K562	True
chr1	34663000	34663450	NR2F6	397	K562	True
chr1	34843667	34843781	NR2F6	808	K562	True
chr1	34844226	34844666	NR2F6	682	HepG2,K562	True
chr1	34845418	34845868	NR2F6	481	K562	True
chr1	34852576	34853026	NR2F6	554	K562	True
chr1	34859628	34860091	NR2F6	1000	HepG2,K562	True
chr1	34866234	34866760	NR2F6	294	HepG2,K562	True
chr1	34978052	34978164	NR2F6	734	K562	True
chr1	34988316	34988436	NR2F6	823	K562	True
chr1	35063060	35063172	NR2F6	624	K562	True
chr1	35121577	35122027	NR2F6	211	K562	True
chr1	35136721	35137171	NR2F6	396	K562	True
chr1	35255343	35255548	NR2F6	1000	K562	True
chr1	35256860	35257310	NR2F6	245	K562	True
chr1	35279171	35279621	NR2F6	674	K562	True
chr1	35499748	35500198	NR2F6	846	K562	True
chr1	35505939	35506389	NR2F6	509	K562	True
chr1	35542800	35543250	NR2F6	254	K562	True
chr1	35556173	35556954	NR2F6	516	HepG2,K562	True
chr1	35637379	35637829	NR2F6	158	K562	True
chr1	35770070	35770362	NR2F6	1000	HepG2,K562	True
chr1	35788136	35788586	NR2F6	711	K562	True
chr1	35887146	35887394	NR2F6	1000	K562	True
chr1	35930348	35930798	NR2F6	206	K562	True
chr1	36099608	36100284	NR2F6	331	HepG2,K562	True
chr1	36128148	36128598	NR2F6	379	K562	True
chr1	36143582	36144107	NR2F6	766	K562	True
chr1	36161088	36161538	NR2F6	364	K562	True
chr1	36166094	36166544	NR2F6	489	K562	True
chr1	36223334	36223784	NR2F6	377	K562	True
chr1	36225290	36225591	NR2F6	1000	K562	True
chr1	36248342	36248879	NR2F6	1000	HepG2,K562	True
chr1	36319865	36320315	NR2F6	289	K562	True
chr1	36321085	36321535	NR2F6	172	K562	True
chr1	36371379	36371829	NR2F6	313	K562	True
chr1	36373992	36374660	NR2F6	182	K562	True
chr1	36386292	36386792	NR2F6	412	HepG2,K562	True
chr1	36412247	36412697	NR2F6	231	K562	True
chr1	36446294	36446972	NR2F6	205	K562	True
chr1	36464064	36464542	NR2F6	632	HepG2,K562	True
chr1	36465034	36465484	NR2F6	234	K562	True
chr1	36470255	36470705	NR2F6	453	K562	True
chr1	36492584	36493034	NR2F6	248	K562	True
chr1	36824478	36825136	NR2F6	186	K562	True
chr1	37110917	37111367	NR2F6	269	K562	True
chr1	37393966	37394416	NR2F6	270	K562	True
chr1	37416366	37416816	NR2F6	212	K562	True
chr1	37809880	37810330	NR2F6	409	K562	True
chr1	37853137	37853587	NR2F6	545	K562	True
chr1	37892066	37892516	NR2F6	240	K562	True
chr1	37922773	37923223	NR2F6	333	K562	True
chr1	37951776	37952101	NR2F6	1000	HepG2,K562	True
chr1	37989988	37990438	NR2F6	365	K562	True
chr1	37999457	37999897	NR2F6	1000	HepG2,K562	True
chr1	38009231	38009681	NR2F6	334	K562	True
chr1	38242594	38242811	NR2F6	811	K562	True
chr1	38246867	38247317	NR2F6	888	HepG2,K562	True
chr1	38265571	38265734	NR2F6	999	K562	True
chr1	38274989	38275439	NR2F6	282	K562	True
chr1	38308825	38309275	NR2F6	410	K562	True
chr1	38310032	38310591	NR2F6	1000	K562	True
chr1	38334915	38335365	NR2F6	296	K562	True
chr1	38680917	38681030	NR2F6	401	K562	True
chr1	38724575	38725025	NR2F6	364	K562	True
chr1	38744632	38745142	NR2F6	600	K562	True
chr1	38745452	38745902	NR2F6	709	K562	True
chr1	38800017	38800467	NR2F6	269	K562	True
chr1	38806957	38807407	NR2F6	241	K562	True
chr1	38815980	38816197	NR2F6	865	K562	True
chr1	38860189	38860881	NR2F6	112	K562	True
chr1	38915397	38915708	NR2F6	1000	K562	True
chr1	38968921	38969505	NR2F6	1000	HepG2,K562	True
chr1	38990636	38991076	NR2F6	922	HepG2,K562	True
chr1	39115192	39115892	NR2F6	233	K562	True
chr1	39127474	39127924	NR2F6	564	HepG2,K562	True
chr1	39167808	39168248	NR2F6	1000	HepG2,K562	True
chr1	39204572	39205022	NR2F6	304	K562	True
chr1	39208649	39209099	NR2F6	208	K562	True
chr1	39214997	39215648	NR2F6	350	K562	True
chr1	39217575	39217741	NR2F6	821	K562	True
chr1	39272157	39272607	NR2F6	721	HepG2,K562	True
chr1	39398652	39399102	NR2F6	228	K562	True
chr1	39528217	39528438	NR2F6	1000	K562	True
chr1	39576559	39577009	NR2F6	230	K562	True
chr1	39639834	39640284	NR2F6	380	K562	True
chr1	39696408	39696858	NR2F6	380	K562	True
chr1	39711607	39712192	NR2F6	641	K562	True
chr1	39799767	39799966	NR2F6	1000	K562	True
chr1	39816655	39817105	NR2F6	267	K562	True
chr1	39830056	39830506	NR2F6	309	K562	True
chr1	39832261	39832711	NR2F6	602	K562	True
chr1	39892690	39893140	NR2F6	749	K562	True
chr1	40036344	40037019	NR2F6	356	K562	True
chr1	40039875	40040657	NR2F6	414	HepG2,K562	True
chr1	40041111	40041569	NR2F6	531	HepG2,K562	True
chr1	40049368	40049594	NR2F6	969	K562	True
chr1	40057418	40057868	NR2F6	442	K562	True
chr1	40058097	40058547	NR2F6	333	K562	True
chr1	40059410	40059860	NR2F6	620	K562	True
chr1	40078506	40078956	NR2F6	290	K562	True
chr1	40130846	40131296	NR2F6	909	K562	True
chr1	40167407	40167857	NR2F6	511	K562	True
chr1	40177035	40177485	NR2F6	270	K562	True
chr1	40222013	40222463	NR2F6	342	K562	True
chr1	40314098	40314548	NR2F6	871	HepG2,K562	True
chr1	40339591	40340041	NR2F6	474	K562	True
chr1	40341935	40342430	NR2F6	845	HepG2,K562	True
chr1	40372555	40373005	NR2F6	518	K562	True
chr1	40377417	40377867	NR2F6	268	K562	True
chr1	40531832	40532284	NR2F6	430	HepG2,K562	True
chr1	40595654	40596104	NR2F6	214	K562	True
chr1	40630793	40631243	NR2F6	409	K562	True
chr1	40634108	40634229	NR2F6	507	K562	True
chr1	40683531	40683981	NR2F6	319	K562	True
chr1	40691250	40692115	NR2F6	278	HepG2,K562	True
chr1	40709112	40709562	NR2F6	394	K562	True
chr1	40784434	40784884	NR2F6	500	K562	True
chr1	40808952	40809243	NR2F6	1000	K562	True
chr1	40818140	40818802	NR2F6	239	K562	True
chr1	40820801	40821251	NR2F6	570	K562	True
chr1	40863874	40864383	NR2F6	1000	K562	True
chr1	40866406	40866856	NR2F6	336	K562	True
chr1	40875521	40876171	NR2F6	632	K562	True
chr1	40975021	40975187	NR2F6	927	K562	True
chr1	41003631	41004081	NR2F6	388	K562	True
chr1	41021181	41021656	NR2F6	331	HepG2,K562	True
chr1	41150939	41151379	NR2F6	906	HepG2,K562	True
chr1	41160420	41160870	NR2F6	567	K562	True
chr1	41200738	41201188	NR2F6	391	K562	True
chr1	41240005	41240474	NR2F6	1000	HepG2,K562	True
chr1	41342926	41343376	NR2F6	242	K562	True
chr1	41432576	41433016	NR2F6	1000	HepG2,K562	True
chr1	41752008	41752458	NR2F6	407	K562	True
chr1	41806928	41807089	NR2F6	607	K562	True
chr1	41882034	41882484	NR2F6	383	K562	True
chr1	41975866	41976316	NR2F6	401	K562	True
chr1	42183644	42184094	NR2F6	624	K562	True
chr1	42684808	42685494	NR2F6	294	K562	True
chr1	42793809	42794259	NR2F6	287	K562	True
chr1	42825000	42825661	NR2F6	633	K562	True
chr1	42829117	42829567	NR2F6	334	K562	True
chr1	42859325	42859775	NR2F6	542	K562	True
chr1	42922643	42923093	NR2F6	841	K562	True
chr1	42936299	42936749	NR2F6	622	K562	True
chr1	42949392	42949611	NR2F6	1000	K562	True
chr1	42949614	42949726	NR2F6	550	K562	True
chr1	42952504	42952954	NR2F6	284	K562	True
chr1	42959812	42960262	NR2F6	432	K562	True
chr1	42963099	42963328	NR2F6	1000	K562	True
chr1	42963695	42964046	NR2F6	1000	K562	True
chr1	42967250	42967700	NR2F6	248	K562	True
chr1	43009253	43009703	NR2F6	275	K562	True
chr1	43044862	43045543	NR2F6	438	HepG2,K562	True
chr1	43238101	43238551	NR2F6	1000	HepG2,K562	True
chr1	43321337	43321777	NR2F6	981	HepG2,K562	True
chr1	43330203	43330653	NR2F6	333	K562	True
chr1	43345154	43345604	NR2F6	252	K562	True
chr1	43358012	43358462	NR2F6	425	K562	True
chr1	43363262	43363712	NR2F6	348	K562	True
chr1	43389726	43390105	NR2F6	1000	HepG2,K562	True
chr1	43402124	43402428	NR2F6	1000	K562	True
chr1	43405279	43405512	NR2F6	953	K562	True
chr1	43414507	43415091	NR2F6	476	HepG2,K562	True
chr1	43453064	43453514	NR2F6	240	K562	True
chr1	43479371	43479821	NR2F6	227	K562	True
chr1	43522845	43523080	NR2F6	1000	K562	True
chr1	43604239	43604679	NR2F6	614	HepG2,K562	True
chr1	43835230	43835399	NR2F6	900	K562	True
chr1	43844231	43844681	NR2F6	417	K562	True
chr1	43865645	43865853	NR2F6	903	K562	True
chr1	43946949	43947399	NR2F6	363	K562	True
chr1	44035951	44036357	NR2F6	1000	K562	True
chr1	44044111	44044561	NR2F6	573	K562	True
chr1	44048217	44048667	NR2F6	232	K562	True
chr1	44093300	44094036	NR2F6	245	K562	True
chr1	44213593	44213862	NR2F6	1000	HepG2,K562	True
chr1	44217748	44218202	NR2F6	389	HepG2,K562	True
chr1	44286885	44287335	NR2F6	593	K562	True
chr1	44290825	44291275	NR2F6	688	K562	True
chr1	44294738	44295188	NR2F6	280	K562	True
chr1	44485594	44486044	NR2F6	456	K562	True
chr1	44521419	44521869	NR2F6	649	K562	True
chr1	44532100	44532550	NR2F6	699	K562	True
chr1	44566657	44567107	NR2F6	177	K562	True
chr1	44587795	44588245	NR2F6	351	K562	True
chr1	44629235	44629685	NR2F6	441	K562	True
chr1	44631880	44632010	NR2F6	695	K562	True
chr1	44674322	44674783	NR2F6	490	HepG2,K562	True
chr1	44676452	44677130	NR2F6	1000	HepG2,K562	True
chr1	44721511	44722032	NR2F6	580	HepG2,K562	True
chr1	44731048	44731168	NR2F6	567	K562	True
chr1	44739365	44740089	NR2F6	197	K562	True
chr1	44775272	44775549	NR2F6	1000	HepG2,K562	True
chr1	44777124	44777574	NR2F6	351	K562	True
chr1	44807874	44808468	NR2F6	928	HepG2,K562	True
chr1	44819522	44820461	NR2F6	522	HepG2,K562	True
chr1	44835877	44836327	NR2F6	313	K562	True
chr1	44896319	44896769	NR2F6	243	K562	True
chr1	45012577	45013027	NR2F6	590	K562	True
chr1	45035637	45036087	NR2F6	409	K562	True
chr1	45037682	45038164	NR2F6	747	K562	True
chr1	45038958	45039398	NR2F6	1000	HepG2,K562	True
chr1	45266203	45266854	NR2F6	435	K562	True
chr1	45292054	45292504	NR2F6	592	K562	True
chr1	45304467	45305006	NR2F6	492	HepG2,K562	True
chr1	45323818	45324160	NR2F6	1000	K562	True
chr1	45329508	45329958	NR2F6	374	K562	True
chr1	45402087	45402527	NR2F6	775	HepG2,K562	True
chr1	45444901	45445013	NR2F6	719	K562	True
chr1	45447214	45447664	NR2F6	338	K562	True
chr1	45488203	45488653	NR2F6	317	K562	True
chr1	45622142	45622582	NR2F6	1000	HepG2,K562	True
chr1	45686558	45687008	NR2F6	442	K562	True
chr1	45687918	45688368	NR2F6	403	K562	True
chr1	45723372	45723559	NR2F6	922	K562	True
chr1	45731636	45732086	NR2F6	277	K562	True
chr1	45750127	45750577	NR2F6	289	K562	True
chr1	45755987	45756185	NR2F6	823	K562	True
chr1	45930716	45931166	NR2F6	270	K562	True
chr1	45954657	45954847	NR2F6	784	K562	True
chr1	45961044	45961494	NR2F6	226	K562	True
chr1	46070375	46070825	NR2F6	628	K562	True
chr1	46096151	46096601	NR2F6	103	K562	True
chr1	46156521	46156971	NR2F6	374	K562	True
chr1	46158471	46159132	NR2F6	661	K562	True
chr1	46198549	46199150	NR2F6	389	HepG2,K562	True
chr1	46248089	46248539	NR2F6	512	K562	True
chr1	46252768	46253218	NR2F6	330	K562	True
chr1	46304632	46305082	NR2F6	269	K562	True
chr1	46340380	46340830	NR2F6	161	K562	True
chr1	46421741	46422191	NR2F6	231	K562	True
chr1	46437820	46438035	NR2F6	1000	K562	True
chr1	46442520	46443035	NR2F6	1000	HepG2,K562	True
chr1	46477356	46477806	NR2F6	330	K562	True
chr1	46506449	46506899	NR2F6	598	K562	True
chr1	46522582	46522807	NR2F6	1000	K562	True
chr1	46527650	46528176	NR2F6	1000	HepG2,K562	True
chr1	46635195	46635645	NR2F6	331	K562	True
chr1	46719199	46719649	NR2F6	227	K562	True
chr1	47181279	47181804	NR2F6	1000	K562	True
chr1	47216148	47216674	NR2F6	403	HepG2,K562	True
chr1	47232162	47232818	NR2F6	481	K562	True
chr1	47239098	47239548	NR2F6	420	K562	True
chr1	47378072	47378744	NR2F6	295	HepG2,K562	True
chr1	47418951	47419401	NR2F6	227	K562	True
chr1	47515427	47515877	NR2F6	226	K562	True
chr1	47549499	47549939	NR2F6	756	HepG2,K562	True
chr1	47755396	47755790	NR2F6	1000	HepG2,K562	True
chr1	47922127	47922567	NR2F6	835	HepG2,K562	True
chr1	48177303	48177651	NR2F6	1000	K562	True
chr1	48191105	48191555	NR2F6	439	K562	True
chr1	48480544	48480994	NR2F6	237	K562	True
chr1	50720457	50720907	NR2F6	469	K562	True
chr1	50777997	50778447	NR2F6	356	K562	True
chr1	50873570	50874020	NR2F6	289	K562	True
chr1	50975963	50976413	NR2F6	140	K562	True
chr1	50976594	50977044	NR2F6	73	K562	True
chr1	50977236	50977975	NR2F6	177	K562	True
chr1	50978645	50979095	NR2F6	335	K562	True
chr1	51247466	51247916	NR2F6	264	K562	True
chr1	51284400	51284850	NR2F6	1000	K562	True
chr1	51303914	51304364	NR2F6	223	K562	True
chr1	51312668	51313118	NR2F6	614	HepG2,K562	True
chr1	51331222	51331687	NR2F6	477	HepG2,K562	True
chr1	51430055	51430248	NR2F6	682	K562	True
chr1	51517864	51518314	NR2F6	555	K562	True
chr1	51519434	51519950	NR2F6	623	K562	True
chr1	51520447	51520683	NR2F6	640	K562	True
chr1	51520887	51521282	NR2F6	1000	K562	True
chr1	51569183	51569833	NR2F6	299	K562	True
chr1	51607659	51608109	NR2F6	619	K562	True
chr1	51631746	51632196	NR2F6	322	K562	True
chr1	51636998	51637656	NR2F6	665	K562	True
chr1	51639649	51640102	NR2F6	504	HepG2,K562	True
chr1	51649783	51650233	NR2F6	512	K562	True
chr1	51664792	51665242	NR2F6	307	K562	True
chr1	51671790	51672240	NR2F6	482	K562	True
chr1	51729986	51730436	NR2F6	424	K562	True
chr1	51752746	51752886	NR2F6	873	K562	True
chr1	51850491	51850941	NR2F6	257	K562	True
chr1	51954973	51955224	NR2F6	1000	K562	True
chr1	51966414	51966864	NR2F6	436	K562	True
chr1	52054695	52055145	NR2F6	371	K562	True
chr1	52075686	52076136	NR2F6	521	K562	True
chr1	52082229	52082679	NR2F6	242	K562	True
chr1	52094377	52094827	NR2F6	266	K562	True
chr1	52119773	52120223	NR2F6	339	K562	True
chr1	52141323	52141773	NR2F6	119	K562	True
chr1	52203935	52204385	NR2F6	285	K562	True
chr1	52320475	52320925	NR2F6	276	K562	True
chr1	52403631	52404081	NR2F6	256	K562	True
chr1	52518222	52518672	NR2F6	188	K562	True
chr1	52551843	52552293	NR2F6	238	K562	True
chr1	52588463	52588913	NR2F6	297	K562	True
chr1	52613992	52614442	NR2F6	350	K562	True
chr1	52666272	52666722	NR2F6	264	K562	True
chr1	52700912	52701362	NR2F6	270	K562	True
chr1	52738891	52739544	NR2F6	694	K562	True
chr1	52757575	52758025	NR2F6	278	K562	True
chr1	52833746	52834196	NR2F6	276	K562	True
chr1	52910581	52911021	NR2F6	1000	HepG2,K562	True
chr1	52954423	52954873	NR2F6	419	K562	True
chr1	53196094	53196736	NR2F6	503	HepG2,K562	True
chr1	53220564	53221043	NR2F6	540	HepG2,K562	True
chr1	53254182	53254632	NR2F6	243	K562	True
chr1	53291593	53292043	NR2F6	529	K562	True
chr1	53367444	53367613	NR2F6	923	K562	True
chr1	53837206	53837766	NR2F6	1000	K562	True
chr1	53899759	53900209	NR2F6	292	K562	True
chr1	53957281	53957934	NR2F6	209	K562	True
chr1	54051344	54052002	NR2F6	268	K562	True
chr1	54054331	54054781	NR2F6	507	K562	True
chr1	54229380	54229830	NR2F6	266	K562	True
chr1	54276066	54276516	NR2F6	288	K562	True
chr1	54283589	54284039	NR2F6	205	K562	True
chr1	54287269	54287719	NR2F6	244	K562	True
chr1	54288561	54289011	NR2F6	266	K562	True
chr1	54355891	54356341	NR2F6	382	K562	True
chr1	54383468	54383678	NR2F6	966	K562	True
chr1	54403831	54404482	NR2F6	249	K562	True
chr1	54407495	54407987	NR2F6	345	HepG2,K562	True
chr1	54408301	54408751	NR2F6	445	K562	True
chr1	54464609	54465005	NR2F6	1000	K562	True
chr1	54476889	54477033	NR2F6	821	K562	True
chr1	54763171	54763621	NR2F6	213	K562	True
chr1	54860864	54861564	NR2F6	770	HepG2,K562	True
chr1	55035864	55036314	NR2F6	495	HepG2,K562	True
chr1	55181564	55182014	NR2F6	250	K562	True
chr1	55204882	55205563	NR2F6	951	HepG2,K562	True
chr1	55213223	55213673	NR2F6	239	K562	True
chr1	55217574	55218024	NR2F6	333	K562	True
chr1	55259581	55260031	NR2F6	372	K562	True
chr1	55276048	55276498	NR2F6	469	K562	True
chr1	56516402	56516758	NR2F6	1000	K562	True
chr1	57218683	57219133	NR2F6	374	K562	True
chr1	57227199	57227649	NR2F6	310	K562	True
chr1	57231635	57232085	NR2F6	258	K562	True
chr1	58549218	58549668	NR2F6	392	K562	True
chr1	58752581	58753292	NR2F6	235	HepG2,K562	True
chr1	58754960	58755151	NR2F6	818	K562	True
chr1	58812439	58812889	NR2F6	307	K562	True
chr1	58815299	58815468	NR2F6	877	K562	True
chr1	58816079	58816529	NR2F6	266	K562	True
chr1	58823408	58823858	NR2F6	482	K562	True
chr1	58872187	58872637	NR2F6	296	K562	True
chr1	58881546	58881943	NR2F6	1000	HepG2,K562	True
chr1	58883009	58883724	NR2F6	583	HepG2,K562	True
chr1	58883942	58884163	NR2F6	907	K562	True
chr1	58885218	58885868	NR2F6	1000	HepG2,K562	True
chr1	58899121	58899689	NR2F6	1000	HepG2,K562	True
chr1	58928505	58928955	NR2F6	550	K562	True
chr1	58929799	58930249	NR2F6	247	K562	True
chr1	58957651	58958116	NR2F6	445	HepG2,K562	True
chr1	58968237	58968887	NR2F6	238	K562	True
chr1	59043810	59044076	NR2F6	1000	HepG2,K562	True
chr1	59062733	59063183	NR2F6	397	K562	True
